base,offset,p,q,value,flip_to
0x2fb8000,3273,0x2f9b000,0x2fdf000,0xfd,0
0x2fbf000,312,0x2f9c000,0x2fd8000,0x20,1
0x2fbf000,1616,0x2f9c000,0x2fd8000,0x4,1
0x2fbf000,2264,0x2f9c000,0x2fd9000,0xef,0
0x2fbf000,312,0x2f9c000,0x2fd9000,0x20,1
0x2fbf000,1616,0x2f9c000,0x2fd9000,0x4,1
0x2fbf000,2264,0x2f9d000,0x2fd8000,0xef,0
0x2fbf000,312,0x2f9d000,0x2fd8000,0x20,1
0x2fbf000,1616,0x2f9d000,0x2fd8000,0x4,1
0x2fbf000,312,0x2f9d000,0x2fd9000,0x20,1
0x2fbc000,352,0x2f9e000,0x2fda000,0x80,1
0x2fbc000,1320,0x2f9e000,0x2fda000,0x1,1
0x2fbc000,2242,0x2f9e000,0x2fda000,0x20,1
0x2fbc000,1320,0x2f9e000,0x2fdb000,0x1,1
0x2fc6000,3378,0x2fa0000,0x2fe4000,0xfd,0
0x2fc6000,3378,0x2fa0000,0x2fe5000,0xfd,0
0x2fc6000,3378,0x2fa1000,0x2fe4000,0xfd,0
0x2fc6000,3378,0x2fa1000,0x2fe5000,0xfd,0
0x2fc5000,130,0x2fa2000,0x2fe7000,0x20,1
0x2fc2000,2250,0x2fa4000,0x2fe0000,0x20,1
0x2fcf000,976,0x2fa9000,0x2fec000,0xfb,0
0x2fcf000,648,0x2fa9000,0x2fec000,0x2,1
0x2fcf000,1777,0x2fa9000,0x2fec000,0x40,1
0x2fcf000,976,0x2fa9000,0x2fed000,0xfb,0
0x2fcf000,648,0x2fa9000,0x2fed000,0x2,1
0x2fcf000,1777,0x2fa9000,0x2fed000,0x40,1
0x2fcc000,3496,0x2faa000,0x2fee000,0xdf,0
0x2fcc000,1272,0x2faa000,0x2fee000,0x2,1
0x2fcd000,224,0x2faa000,0x2fee000,0x8,1
0x2fcc000,3496,0x2faa000,0x2fef000,0xdf,0
0x2fc9000,201,0x2fae000,0x2feb000,0x7f,0
0x2fc9000,201,0x2faf000,0x2feb000,0x7f,0
0x2fd4000,1844,0x2fb3000,0x2ff7000,0xf7,0
0x2fd5000,786,0x2fb3000,0x2ff7000,0xfe,0
0x2fd5000,3946,0x2fb3000,0x2ff7000,0xbf,0
0x2fdb000,40,0x2fbc000,0x2ff9000,0xfb,0
0x2fdb000,3380,0x2fbc000,0x2ff9000,0x10,1
0x2fdb000,40,0x2fbd000,0x2ff8000,0xfb,0
0x2fdb000,1377,0x2fbd000,0x2ff8000,0xfb,0
0x2fdb000,3380,0x2fbd000,0x2ff8000,0x10,1
0x2fdb000,40,0x2fbd000,0x2ff9000,0xfb,0
0x2fdb000,3380,0x2fbd000,0x2ff9000,0x10,1
0x2fea000,3304,0x2fc8000,0x3014000,0xbf,0
0x2fea000,272,0x2fc8000,0x3014000,0x80,1
0x2fea000,3304,0x2fc8000,0x3015000,0xbf,0
0x2fea000,272,0x2fc8000,0x3015000,0x80,1
0x2fea000,3304,0x2fc9000,0x3014000,0xbf,0
0x2fe8000,1744,0x2fca000,0x3016000,0xf7,0
0x2fe9000,552,0x2fca000,0x3016000,0xfd,0
0x2fe8000,1744,0x2fca000,0x3017000,0xf7,0
0x2fe9000,552,0x2fca000,0x3017000,0xfd,0
0x2fe9000,552,0x2fcb000,0x3016000,0xfd,0
0x2fec000,2608,0x2fce000,0x3012000,0xef,0
0x2fec000,3344,0x2fce000,0x3012000,0xef,0
0x2fec000,2801,0x2fce000,0x3012000,0x80,1
0x2fed000,539,0x2fce000,0x3012000,0x80,1
0x2fec000,2608,0x2fce000,0x3013000,0xef,0
0x2fec000,3344,0x2fce000,0x3013000,0xef,0
0x2fec000,2801,0x2fce000,0x3013000,0x80,1
0x2fed000,539,0x2fce000,0x3013000,0x80,1
0x2fec000,2608,0x2fcf000,0x3012000,0xef,0
0x2fec000,3344,0x2fcf000,0x3012000,0xef,0
0x2fec000,2801,0x2fcf000,0x3012000,0x80,1
0x2fed000,539,0x2fcf000,0x3012000,0x80,1
0x2fec000,2608,0x2fcf000,0x3013000,0xef,0
0x2fec000,3344,0x2fcf000,0x3013000,0xef,0
0x2fec000,2801,0x2fcf000,0x3013000,0x80,1
0x2ffa000,688,0x2fd8000,0x3004000,0xef,0
0x2ffb000,3859,0x2fd8000,0x3004000,0x4,1
0x2ffb000,3859,0x2fd9000,0x3004000,0x4,1
0x2ff8000,2753,0x2fda000,0x3006000,0x4,1
0x2ff8000,1016,0x2fdb000,0x3006000,0x1,1
0x2ff8000,1016,0x2fdb000,0x3007000,0x1,1
0x2ff8000,2753,0x2fdb000,0x3007000,0x4,1
0x2fff000,1492,0x2fdc000,0x3000000,0xfd,0
0x2fff000,1464,0x2fdc000,0x3000000,0x20,1
0x2fff000,1492,0x2fdc000,0x3001000,0xfd,0
0x2fff000,1464,0x2fdc000,0x3001000,0x20,1
0x2fff000,1492,0x2fdd000,0x3000000,0xfd,0
0x2fff000,1492,0x2fdd000,0x3001000,0xfd,0
0x2fff000,1464,0x2fdd000,0x3001000,0x20,1
0x2ffd000,1129,0x2fdf000,0x3002000,0xbf,0
0x2ffc000,824,0x2fdf000,0x3002000,0x20,1
0x2ffd000,1129,0x2fdf000,0x3003000,0xbf,0
0x2ffc000,824,0x2fdf000,0x3003000,0x20,1
0x3016000,2848,0x2fe8000,0x3035000,0xef,0
0x3017000,2560,0x2fe8000,0x3035000,0x2,1
0x3010000,2136,0x2fee000,0x3033000,0xfb,0
0x3011000,2720,0x2fee000,0x3033000,0x7f,0
0x303e000,2746,0x301d000,0x3059000,0x8,1
0x303c000,2250,0x301e000,0x305a000,0x2,1
0x303c000,2250,0x301f000,0x305a000,0x2,1
0x3047000,2312,0x3020000,0x3064000,0xfe,0
0x3046000,1272,0x3020000,0x3064000,0x2,1
0x3047000,2312,0x3020000,0x3065000,0xfe,0
0x3046000,1272,0x3020000,0x3065000,0x2,1
0x3047000,2312,0x3021000,0x3064000,0xfe,0
0x3040000,3792,0x3026000,0x3063000,0x7f,0
0x3040000,3792,0x3027000,0x3062000,0x7f,0
0x3040000,3792,0x3027000,0x3063000,0x7f,0
0x304f000,2065,0x3029000,0x306c000,0x80,1
0x304c000,2256,0x302a000,0x306e000,0xef,0
0x304c000,3482,0x302a000,0x306e000,0xef,0
0x304c000,3171,0x302a000,0x306e000,0x80,1
0x304c000,2256,0x302a000,0x306f000,0xef,0
0x304c000,3482,0x302a000,0x306f000,0xef,0
0x304d000,2778,0x302a000,0x306f000,0xfd,0
0x304c000,3171,0x302a000,0x306f000,0x80,1
0x304c000,2256,0x302b000,0x306e000,0xef,0
0x304c000,3482,0x302b000,0x306e000,0xef,0
0x304c000,3171,0x302b000,0x306e000,0x80,1
0x304c000,2256,0x302b000,0x306f000,0xef,0
0x304c000,3482,0x302b000,0x306f000,0xef,0
0x3049000,3642,0x302f000,0x306a000,0xbf,0
0x3056000,1944,0x3031000,0x3075000,0xfe,0
0x3057000,3723,0x3031000,0x3075000,0xfb,0
0x3056000,274,0x3031000,0x3075000,0x10,1
0x3052000,1672,0x3035000,0x3070000,0xfb,0
0x3052000,2872,0x3035000,0x3070000,0xdf,0
0x3053000,272,0x3035000,0x3070000,0x7f,0
0x3053000,672,0x3035000,0x3070000,0x7f,0
0x3053000,3264,0x3035000,0x3070000,0xfb,0
0x3053000,3192,0x3035000,0x3070000,0x2,1
0x3053000,3736,0x3035000,0x3070000,0x10,1
0x3052000,1672,0x3035000,0x3071000,0xfb,0
0x3053000,272,0x3035000,0x3071000,0x7f,0
0x3062000,1811,0x3040000,0x308c000,0xfd,0
0x3062000,2264,0x3040000,0x308c000,0x4,1
0x3062000,1811,0x3040000,0x308d000,0xfd,0
0x3062000,2264,0x3040000,0x308d000,0x4,1
0x3062000,1811,0x3041000,0x308c000,0xfd,0
0x3062000,1152,0x3041000,0x308c000,0x20,1
0x3062000,2264,0x3041000,0x308c000,0x4,1
0x3062000,1811,0x3041000,0x308d000,0xfd,0
0x3062000,2264,0x3041000,0x308d000,0x4,1
0x3061000,194,0x3042000,0x308e000,0xf7,0
0x3061000,3849,0x3042000,0x308e000,0xbf,0
0x3061000,3849,0x3042000,0x308f000,0xbf,0
0x3061000,194,0x3043000,0x308f000,0xf7,0
0x3061000,2344,0x3043000,0x308f000,0x80,1
0x3066000,1801,0x3044000,0x3089000,0x1,1
0x3066000,512,0x3045000,0x3089000,0x80,1
0x3066000,1801,0x3045000,0x3089000,0x1,1
0x3067000,2824,0x3045000,0x3089000,0x20,1
0x3067000,3208,0x3045000,0x3089000,0x1,1
0x306b000,3627,0x3049000,0x3085000,0x7f,0
0x306d000,807,0x304e000,0x3082000,0xfe,0
0x306c000,2938,0x304e000,0x3082000,0x40,1
0x306d000,807,0x304e000,0x3083000,0xfe,0
0x306d000,807,0x304f000,0x3083000,0xfe,0
0x306c000,2938,0x304f000,0x3083000,0x40,1
0x3070000,256,0x3052000,0x309e000,0x1,1
0x3071000,1032,0x3052000,0x309e000,0x20,1
0x3071000,2275,0x3052000,0x309e000,0x80,1
0x3070000,256,0x3052000,0x309f000,0x1,1
0x3071000,1032,0x3052000,0x309f000,0x20,1
0x3071000,2275,0x3052000,0x309f000,0x80,1
0x3070000,256,0x3053000,0x309e000,0x1,1
0x3071000,1032,0x3053000,0x309e000,0x20,1
0x3071000,2275,0x3053000,0x309e000,0x80,1
0x3070000,256,0x3053000,0x309f000,0x1,1
0x3071000,1032,0x3053000,0x309f000,0x20,1
0x3071000,2275,0x3053000,0x309f000,0x80,1
0x3077000,1283,0x3054000,0x3098000,0xfd,0
0x3077000,2265,0x3054000,0x3098000,0xef,0
0x3077000,3053,0x3054000,0x3098000,0xef,0
0x3077000,3496,0x3054000,0x3098000,0x20,1
0x3077000,338,0x3054000,0x3099000,0xfd,0
0x3077000,1283,0x3054000,0x3099000,0xfd,0
0x3077000,3053,0x3054000,0x3099000,0xef,0
0x3077000,3496,0x3054000,0x3099000,0x20,1
0x3077000,338,0x3055000,0x3098000,0xfd,0
0x3077000,1283,0x3055000,0x3098000,0xfd,0
0x3077000,3053,0x3055000,0x3098000,0xef,0
0x3077000,3496,0x3055000,0x3098000,0x20,1
0x3077000,338,0x3055000,0x3099000,0xfd,0
0x3077000,1283,0x3055000,0x3099000,0xfd,0
0x3077000,2265,0x3055000,0x3099000,0xef,0
0x3077000,3053,0x3055000,0x3099000,0xef,0
0x3077000,3266,0x3055000,0x3099000,0xf7,0
0x3077000,3496,0x3055000,0x3099000,0x20,1
0x3074000,784,0x3056000,0x309a000,0xbf,0
0x3074000,784,0x3056000,0x309b000,0xbf,0
0x3074000,784,0x3057000,0x309a000,0xbf,0
0x3074000,784,0x3057000,0x309b000,0xbf,0
0x307b000,3250,0x3058000,0x3094000,0x40,1
0x307b000,3250,0x3058000,0x3095000,0x40,1
0x307b000,3250,0x3059000,0x3094000,0x40,1
0x3078000,1346,0x305a000,0x3096000,0xfe,0
0x3078000,1346,0x305a000,0x3097000,0xfe,0
0x3078000,1346,0x305b000,0x3096000,0xfe,0
0x3078000,1346,0x305b000,0x3097000,0xfe,0
0x307f000,1825,0x305d000,0x3091000,0x8,1
0x307d000,122,0x305e000,0x3092000,0xfb,0
0x307d000,3466,0x305e000,0x3092000,0x40,1
0x307d000,122,0x305e000,0x3093000,0xfb,0
0x307d000,3466,0x305e000,0x3093000,0x40,1
0x308e000,2448,0x3060000,0x30ac000,0xfb,0
0x308e000,3648,0x3060000,0x30ac000,0x7f,0
0x308f000,785,0x3060000,0x30ac000,0x10,1
0x308e000,3648,0x3060000,0x30ad000,0x7f,0
0x308f000,785,0x3060000,0x30ad000,0x10,1
0x308e000,3648,0x3061000,0x30ac000,0x7f,0
0x308f000,785,0x3061000,0x30ac000,0x10,1
0x308e000,3648,0x3061000,0x30ad000,0x7f,0
0x308f000,785,0x3061000,0x30ad000,0x10,1
0x308d000,1744,0x3062000,0x30ae000,0x7f,0
0x308d000,2624,0x3062000,0x30ae000,0xdf,0
0x308d000,3760,0x3062000,0x30ae000,0x40,1
0x308d000,1744,0x3062000,0x30af000,0x7f,0
0x308d000,2624,0x3062000,0x30af000,0xdf,0
0x308d000,3760,0x3062000,0x30af000,0x40,1
0x308d000,1744,0x3063000,0x30ae000,0x7f,0
0x308d000,2624,0x3063000,0x30ae000,0xdf,0
0x308d000,3760,0x3063000,0x30ae000,0x40,1
0x308d000,1744,0x3063000,0x30af000,0x7f,0
0x308d000,2624,0x3063000,0x30af000,0xdf,0
0x308d000,3760,0x3063000,0x30af000,0x40,1
0x308a000,2472,0x3065000,0x30a8000,0x10,1
0x308a000,3449,0x3065000,0x30a8000,0x40,1
0x308b000,3643,0x3065000,0x30a8000,0x8,1
0x308a000,99,0x3065000,0x30a9000,0xdf,0
0x308a000,2683,0x3065000,0x30a9000,0xdf,0
0x308a000,3896,0x3065000,0x30a9000,0x7f,0
0x308a000,2472,0x3065000,0x30a9000,0x10,1
0x308a000,3449,0x3065000,0x30a9000,0x40,1
0x308b000,3643,0x3065000,0x30a9000,0x8,1
0x3088000,922,0x3066000,0x30aa000,0x7f,0
0x3088000,2219,0x3066000,0x30aa000,0xdf,0
0x3088000,413,0x3066000,0x30aa000,0x10,1
0x3088000,922,0x3066000,0x30ab000,0x7f,0
0x3088000,2219,0x3066000,0x30ab000,0xdf,0
0x3088000,413,0x3066000,0x30ab000,0x10,1
0x3089000,1331,0x3066000,0x30ab000,0x10,1
0x3088000,922,0x3067000,0x30aa000,0x7f,0
0x3088000,2219,0x3067000,0x30aa000,0xdf,0
0x3088000,413,0x3067000,0x30aa000,0x10,1
0x3089000,1331,0x3067000,0x30aa000,0x10,1
0x3088000,922,0x3067000,0x30ab000,0x7f,0
0x3088000,2219,0x3067000,0x30ab000,0xdf,0
0x3088000,413,0x3067000,0x30ab000,0x10,1
0x3089000,1331,0x3067000,0x30ab000,0x10,1
0x3087000,2098,0x3069000,0x30a5000,0xef,0
0x3085000,3322,0x306a000,0x30a6000,0x80,1
0x3084000,432,0x306a000,0x30a7000,0xf7,0
0x3085000,3322,0x306a000,0x30a7000,0x80,1
0x3084000,432,0x306b000,0x30a6000,0xf7,0
0x3085000,3322,0x306b000,0x30a6000,0x80,1
0x3084000,432,0x306b000,0x30a7000,0xf7,0
0x3085000,3322,0x306b000,0x30a7000,0x80,1
0x3081000,2347,0x306e000,0x30a2000,0xef,0
0x3081000,2347,0x306e000,0x30a3000,0xef,0
0x3081000,2347,0x306f000,0x30a3000,0xef,0
0x309e000,1706,0x3070000,0x30bc000,0xfe,0
0x309e000,217,0x3070000,0x30bd000,0xfb,0
0x309e000,1706,0x3070000,0x30bd000,0xfe,0
0x309e000,2728,0x3070000,0x30bd000,0x7f,0
0x309e000,3869,0x3070000,0x30bd000,0x40,1
0x309e000,1706,0x3071000,0x30bc000,0xfe,0
0x309e000,217,0x3071000,0x30bd000,0xfb,0
0x309c000,4064,0x3072000,0x30be000,0xfe,0
0x309c000,3595,0x3072000,0x30bf000,0xdf,0
0x309c000,4064,0x3072000,0x30bf000,0xfe,0
0x309c000,3595,0x3073000,0x30be000,0xdf,0
0x309c000,4064,0x3073000,0x30be000,0xfe,0
0x309c000,3432,0x3073000,0x30bf000,0xfe,0
0x309c000,3595,0x3073000,0x30bf000,0xdf,0
0x309c000,4064,0x3073000,0x30bf000,0xfe,0
0x309d000,424,0x3073000,0x30bf000,0x8,1
0x309d000,1272,0x3073000,0x30bf000,0x2,1
0x309a000,2784,0x3074000,0x30b8000,0xfe,0
0x309a000,2336,0x3074000,0x30b8000,0x2,1
0x309a000,2784,0x3074000,0x30b9000,0xfe,0
0x309a000,2336,0x3074000,0x30b9000,0x2,1
0x309a000,2784,0x3075000,0x30b8000,0xfe,0
0x309a000,2336,0x3075000,0x30b8000,0x2,1
0x309a000,2784,0x3075000,0x30b9000,0xfe,0
0x3098000,4058,0x3076000,0x30ba000,0xfe,0
0x3099000,2489,0x3076000,0x30ba000,0xfb,0
0x3098000,3833,0x3076000,0x30ba000,0x10,1
0x3099000,2169,0x3076000,0x30ba000,0x40,1
0x3099000,2489,0x3076000,0x30bb000,0xfb,0
0x3098000,3833,0x3076000,0x30bb000,0x10,1
0x3099000,2169,0x3076000,0x30bb000,0x40,1
0x3099000,2489,0x3077000,0x30ba000,0xfb,0
0x3098000,3833,0x3077000,0x30ba000,0x10,1
0x3099000,2169,0x3077000,0x30ba000,0x40,1
0x3096000,1220,0x3078000,0x30b4000,0xbf,0
0x3097000,522,0x3078000,0x30b4000,0xbf,0
0x3097000,522,0x3079000,0x30b5000,0xbf,0
0x3092000,1931,0x307c000,0x30b0000,0xbf,0
0x3092000,1931,0x307c000,0x30b1000,0xbf,0
0x3092000,1931,0x307d000,0x30b0000,0xbf,0
0x3092000,1931,0x307d000,0x30b1000,0xbf,0
0x3091000,224,0x307e000,0x30b3000,0x8,1
0x30a3000,58,0x3080000,0x30c4000,0x40,1
0x30a3000,1850,0x3080000,0x30c4000,0x10,1
0x30a3000,58,0x3081000,0x30c4000,0x40,1
0x30a3000,1850,0x3081000,0x30c4000,0x10,1
0x30a3000,58,0x3081000,0x30c5000,0x40,1
0x30a3000,1850,0x3081000,0x30c5000,0x10,1
0x30a7000,858,0x3084000,0x30c0000,0xf7,0
0x30a6000,4001,0x3084000,0x30c0000,0x2,1
0x30a7000,2554,0x3084000,0x30c0000,0x2,1
0x30a8000,744,0x308a000,0x30ce000,0xef,0
0x30a9000,610,0x308a000,0x30ce000,0xef,0
0x30a9000,1504,0x308a000,0x30ce000,0xf7,0
0x30a9000,2704,0x308a000,0x30ce000,0xbf,0
0x30a9000,4048,0x308a000,0x30ce000,0xf7,0
0x30a9000,978,0x308a000,0x30ce000,0x80,1
0x30a9000,1156,0x308a000,0x30ce000,0x4,1
0x30a9000,2489,0x308a000,0x30ce000,0x1,1
0x30a8000,744,0x308b000,0x30cf000,0xef,0
0x30a9000,610,0x308b000,0x30cf000,0xef,0
0x30a9000,1504,0x308b000,0x30cf000,0xf7,0
0x30a9000,2704,0x308b000,0x30cf000,0xbf,0
0x30a9000,4048,0x308b000,0x30cf000,0xf7,0
0x30a9000,978,0x308b000,0x30cf000,0x80,1
0x30a9000,1156,0x308b000,0x30cf000,0x4,1
0x30ae000,1627,0x308c000,0x30c8000,0xef,0
0x30af000,1609,0x308c000,0x30c8000,0x20,1
0x30af000,3793,0x308c000,0x30c8000,0x4,1
0x30ae000,1627,0x308c000,0x30c9000,0xef,0
0x30af000,1609,0x308c000,0x30c9000,0x20,1
0x30af000,3793,0x308c000,0x30c9000,0x4,1
0x30ae000,1627,0x308d000,0x30c8000,0xef,0
0x30ae000,3744,0x308d000,0x30c8000,0x80,1
0x30af000,1609,0x308d000,0x30c8000,0x20,1
0x30af000,3793,0x308d000,0x30c8000,0x4,1
0x30ae000,1627,0x308d000,0x30c9000,0xef,0
0x30af000,448,0x308d000,0x30c9000,0xef,0
0x30ae000,3744,0x308d000,0x30c9000,0x80,1
0x30af000,3793,0x308d000,0x30c9000,0x4,1
0x30ac000,2712,0x308e000,0x30ca000,0xef,0
0x30ac000,2432,0x308e000,0x30ca000,0x20,1
0x30ac000,2712,0x308e000,0x30cb000,0xef,0
0x30ac000,2432,0x308e000,0x30cb000,0x20,1
0x30ac000,2712,0x308f000,0x30ca000,0xef,0
0x30ad000,3904,0x308f000,0x30ca000,0xf7,0
0x30ac000,2432,0x308f000,0x30ca000,0x20,1
0x30ac000,2432,0x308f000,0x30cb000,0x20,1
0x30b3000,1576,0x3091000,0x30d5000,0x7f,0
0x30bb000,2976,0x3099000,0x30dc000,0xf7,0
0x30ba000,1608,0x3099000,0x30dc000,0x20,1
0x30bb000,2424,0x3099000,0x30dc000,0x4,1
0x30bc000,3432,0x309f000,0x30db000,0x4,1
0x30c7000,754,0x30a0000,0x30e4000,0xfd,0
0x30c0000,3905,0x30a6000,0x30e2000,0xf7,0
0x30cc000,2744,0x30ab000,0x30ef000,0xfe,0
0x30cc000,3560,0x30ab000,0x30ef000,0xfb,0
0x30cd000,174,0x30ab000,0x30ef000,0xfb,0
0x30ca000,1528,0x30ac000,0x30e8000,0xfb,0
0x30cb000,1240,0x30ac000,0x30e8000,0xfb,0
0x30cb000,3112,0x30ac000,0x30e8000,0x7f,0
0x30ca000,2592,0x30ac000,0x30e8000,0x2,1
0x30ca000,3825,0x30ac000,0x30e8000,0x10,1
0x30cb000,1832,0x30ac000,0x30e8000,0x8,1
0x30cb000,3632,0x30ac000,0x30e8000,0x8,1
0x30ca000,459,0x30ac000,0x30e9000,0x10,1
0x30ca000,2592,0x30ac000,0x30e9000,0x2,1
0x30cb000,1832,0x30ac000,0x30e9000,0x8,1
0x30cb000,3632,0x30ac000,0x30e9000,0x8,1
0x30ca000,459,0x30ad000,0x30e9000,0x10,1
0x30ca000,2592,0x30ad000,0x30e9000,0x2,1
0x30cb000,1832,0x30ad000,0x30e9000,0x8,1
0x30cb000,3632,0x30ad000,0x30e9000,0x8,1
0x30c9000,1536,0x30ae000,0x30ea000,0xfb,0
0x30c9000,832,0x30ae000,0x30ea000,0x10,1
0x30c9000,1536,0x30ae000,0x30eb000,0xfb,0
0x30c9000,832,0x30ae000,0x30eb000,0x10,1
0x30c9000,1536,0x30af000,0x30ea000,0xfb,0
0x30c9000,1536,0x30af000,0x30eb000,0xfb,0
0x30c9000,832,0x30af000,0x30eb000,0x10,1
0x30d1000,1250,0x30b6000,0x30f2000,0xbf,0
0x30d1000,3223,0x30b6000,0x30f2000,0x4,1
0x30d1000,1250,0x30b6000,0x30f3000,0xbf,0
0x30d1000,3223,0x30b6000,0x30f3000,0x4,1
0x30d1000,1250,0x30b7000,0x30f2000,0xbf,0
0x30d1000,3223,0x30b7000,0x30f2000,0x4,1
0x30d1000,1250,0x30b7000,0x30f3000,0xbf,0
0x30d1000,3223,0x30b7000,0x30f3000,0x4,1
0x30dc000,184,0x30ba000,0x30ff000,0x10,1
0x30dc000,1274,0x30ba000,0x30ff000,0x2,1
0x30dc000,1394,0x30ba000,0x30ff000,0x40,1
0x30dc000,3562,0x30ba000,0x30ff000,0x2,1
0x30db000,904,0x30bc000,0x30f8000,0xfe,0
0x30db000,1912,0x30bc000,0x30f8000,0xfb,0
0x30db000,2330,0x30bc000,0x30f8000,0xfe,0
0x30db000,474,0x30bc000,0x30f8000,0x10,1
0x30db000,3240,0x30bc000,0x30f8000,0x2,1
0x30db000,904,0x30bc000,0x30f9000,0xfe,0
0x30db000,474,0x30bc000,0x30f9000,0x10,1
0x30db000,3240,0x30bc000,0x30f9000,0x2,1
0x30db000,904,0x30bd000,0x30f8000,0xfe,0
0x30db000,474,0x30bd000,0x30f8000,0x10,1
0x30db000,3240,0x30bd000,0x30f8000,0x2,1
0x30db000,904,0x30bd000,0x30f9000,0xfe,0
0x30db000,1912,0x30bd000,0x30f9000,0xfb,0
0x30db000,2330,0x30bd000,0x30f9000,0xfe,0
0x30db000,474,0x30bd000,0x30f9000,0x10,1
0x30db000,3240,0x30bd000,0x30f9000,0x2,1
0x30d8000,2480,0x30be000,0x30fa000,0xdf,0
0x30d9000,2382,0x30be000,0x30fa000,0xdf,0
0x30d8000,2480,0x30be000,0x30fb000,0xdf,0
0x30d8000,2824,0x30be000,0x30fb000,0x7f,0
0x30d9000,2382,0x30be000,0x30fb000,0xdf,0
0x30d8000,3720,0x30be000,0x30fb000,0x10,1
0x30d8000,2480,0x30bf000,0x30fa000,0xdf,0
0x30d9000,2382,0x30bf000,0x30fa000,0xdf,0
0x30d8000,3720,0x30bf000,0x30fa000,0x10,1
0x30d8000,2480,0x30bf000,0x30fb000,0xdf,0
0x30d9000,2382,0x30bf000,0x30fb000,0xdf,0
0x30d8000,3720,0x30bf000,0x30fb000,0x10,1
0x30ea000,953,0x30c8000,0x3114000,0xbf,0
0x30ea000,1954,0x30c8000,0x3114000,0xbf,0
0x30e8000,4000,0x30ca000,0x3116000,0xfd,0
0x30e9000,2377,0x30ca000,0x3116000,0x4,1
0x30e8000,4000,0x30cb000,0x3116000,0xfd,0
0x30e9000,2377,0x30cb000,0x3116000,0x4,1
0x30e9000,3280,0x30cb000,0x3116000,0x80,1
0x30e8000,4000,0x30cb000,0x3117000,0xfd,0
0x30e9000,3320,0x30cb000,0x3117000,0xef,0
0x30e9000,2377,0x30cb000,0x3117000,0x4,1
0x30e9000,3280,0x30cb000,0x3117000,0x80,1
0x30ee000,1296,0x30cc000,0x3110000,0x80,1
0x30ef000,1616,0x30cc000,0x3110000,0x80,1
0x30ec000,1489,0x30ce000,0x3113000,0xbf,0
0x30ec000,3808,0x30ce000,0x3113000,0xfd,0
0x30ed000,1881,0x30ce000,0x3113000,0x20,1
0x30ed000,2040,0x30cf000,0x3112000,0x10,1
0x30ec000,3808,0x30cf000,0x3113000,0xfd,0
0x30ed000,1881,0x30cf000,0x3113000,0x20,1
0x30ed000,2040,0x30cf000,0x3113000,0x10,1
0x30fa000,36,0x30d9000,0x3105000,0x1,1
0x30f8000,673,0x30da000,0x3107000,0xef,0
0x30ff000,2168,0x30dc000,0x3100000,0xbf,0
0x30ff000,2803,0x30dc000,0x3100000,0xf7,0
0x30fe000,2091,0x30dc000,0x3100000,0x1,1
0x30ff000,2168,0x30dd000,0x3101000,0xbf,0
0x30ff000,2803,0x30dd000,0x3101000,0xf7,0
0x30fe000,2091,0x30dd000,0x3101000,0x1,1
0x30fd000,4076,0x30de000,0x3103000,0xbf,0
0x30fc000,1298,0x30de000,0x3103000,0x4,1
0x30fc000,3656,0x30de000,0x3103000,0x1,1
0x30fd000,4076,0x30df000,0x3102000,0xbf,0
0x30fc000,1298,0x30df000,0x3102000,0x4,1
0x30fc000,3656,0x30df000,0x3102000,0x1,1
0x30fd000,4076,0x30df000,0x3103000,0xbf,0
0x30fc000,1298,0x30df000,0x3103000,0x4,1
0x30fc000,3656,0x30df000,0x3103000,0x1,1
0x3114000,729,0x30ea000,0x3136000,0xfe,0
0x3115000,1306,0x30ea000,0x3136000,0xfb,0
0x3115000,2435,0x30ea000,0x3136000,0xdf,0
0x3114000,2224,0x30ea000,0x3136000,0x2,1
0x3115000,3384,0x30ea000,0x3136000,0x40,1
0x3114000,729,0x30ea000,0x3137000,0xfe,0
0x3115000,1306,0x30ea000,0x3137000,0xfb,0
0x3115000,2435,0x30ea000,0x3137000,0xdf,0
0x3114000,2224,0x30ea000,0x3137000,0x2,1
0x3115000,3384,0x30ea000,0x3137000,0x40,1
0x3114000,729,0x30eb000,0x3136000,0xfe,0
0x3114000,2224,0x30eb000,0x3136000,0x2,1
0x3114000,729,0x30eb000,0x3137000,0xfe,0
0x3115000,2435,0x30eb000,0x3137000,0xdf,0
0x3112000,4082,0x30ec000,0x3130000,0xdf,0
0x3112000,1350,0x30ec000,0x3130000,0x40,1
0x3113000,3264,0x30ec000,0x3130000,0x8,1
0x3112000,4082,0x30ec000,0x3131000,0xdf,0
0x3112000,762,0x30ec000,0x3131000,0x2,1
0x3112000,1350,0x30ec000,0x3131000,0x40,1
0x3113000,3264,0x30ec000,0x3131000,0x8,1
0x3112000,4082,0x30ed000,0x3130000,0xdf,0
0x3112000,762,0x30ed000,0x3130000,0x2,1
0x3112000,1350,0x30ed000,0x3130000,0x40,1
0x3113000,3264,0x30ed000,0x3130000,0x8,1
0x3112000,4082,0x30ed000,0x3131000,0xdf,0
0x3112000,762,0x30ed000,0x3131000,0x2,1
0x3113000,3264,0x30ed000,0x3131000,0x8,1
0x3110000,152,0x30ee000,0x3132000,0xfb,0
0x3110000,961,0x30ee000,0x3132000,0x2,1
0x3110000,152,0x30ee000,0x3133000,0xfb,0
0x3110000,961,0x30ee000,0x3133000,0x2,1
0x3110000,152,0x30ef000,0x3132000,0xfb,0
