base,offset,p,q,value,flip_to
0x26fe000,3542,0x26dc000,0x2700000,0x1,1
0x26ff000,3243,0x26dc000,0x2700000,0x20,1
0x26ff000,4048,0x26dc000,0x2701000,0x80,1
0x2704000,1059,0x26fa000,0x2726000,0xfb,0
0x2705000,1961,0x26fa000,0x2726000,0x40,1
0x2704000,832,0x26fa000,0x2727000,0xdf,0
0x2705000,1961,0x26fa000,0x2727000,0x40,1
0x2727000,2928,0x2704000,0x2740000,0xbf,0
0x2746000,2032,0x2720000,0x2764000,0xfb,0
0x2747000,2700,0x2720000,0x2764000,0xfb,0
0x2747000,116,0x2720000,0x2764000,0x2,1
0x2747000,3612,0x2720000,0x2764000,0x10,1
0x2747000,2700,0x2720000,0x2765000,0xfb,0
0x2747000,3612,0x2720000,0x2765000,0x10,1
0x2747000,3808,0x2720000,0x2765000,0x10,1
0x2742000,2984,0x2724000,0x2761000,0xfb,0
0x2754000,3522,0x2733000,0x2777000,0x8,1
0x2755000,2544,0x2733000,0x2777000,0x10,1
0x2752000,1264,0x2734000,0x2770000,0xfb,0
0x2753000,1176,0x2734000,0x2770000,0x7f,0
0x2753000,2418,0x2734000,0x2770000,0xfb,0
0x2762000,1920,0x2740000,0x278c000,0xbf,0
0x2762000,2054,0x2740000,0x278c000,0xfe,0
0x2763000,1631,0x2740000,0x278c000,0xbf,0
0x2763000,1458,0x2740000,0x278c000,0x80,1
0x2763000,1458,0x2740000,0x278d000,0x80,1
0x2765000,3474,0x2747000,0x278a000,0xfd,0
0x278e000,1016,0x2760000,0x27ac000,0x7f,0
0x278f000,304,0x2760000,0x27ac000,0xdf,0
0x278f000,1381,0x2760000,0x27ac000,0x10,1
0x279f000,1736,0x2771000,0x27bd000,0xdf,0
0x279e000,1393,0x2771000,0x27bd000,0x8,1
0x279e000,2328,0x2771000,0x27bd000,0x2,1
0x2793000,586,0x277c000,0x27b0000,0xf7,0
0x2793000,586,0x277c000,0x27b1000,0xf7,0
0x2793000,586,0x277d000,0x27b0000,0xf7,0
0x27a4000,2369,0x2787000,0x27c2000,0x40,1
0x27a8000,920,0x278b000,0x27ce000,0xbf,0
0x27a9000,1816,0x278b000,0x27ce000,0xbf,0
0x27ad000,313,0x278f000,0x27cb000,0xfd,0
0x27c8000,3953,0x27ae000,0x27eb000,0x40,1
0x27c8000,1763,0x27af000,0x27ea000,0x7f,0
0x27c8000,3953,0x27af000,0x27ea000,0x40,1
0x27c8000,1763,0x27af000,0x27eb000,0x7f,0
0x27c8000,1624,0x27af000,0x27eb000,0x2,1
0x27c8000,3953,0x27af000,0x27eb000,0x40,1
0x27d1000,3594,0x27b7000,0x27f3000,0xef,0
0x2810000,1720,0x27ee000,0x2833000,0xfe,0
0x2811000,1986,0x27ee000,0x2833000,0x40,1
0x2811000,3154,0x27ee000,0x2833000,0x10,1
0x2810000,1720,0x27ef000,0x2832000,0xfe,0
0x2811000,3,0x27ef000,0x2833000,0xdf,0
0x2811000,1986,0x27ef000,0x2833000,0x40,1
0x2823000,416,0x2800000,0x2844000,0xef,0
0x2831000,2314,0x2812000,0x2856000,0xef,0
0x2830000,4082,0x2812000,0x2856000,0x1,1
0x2830000,3729,0x2812000,0x2857000,0xfd,0
0x2831000,2314,0x2812000,0x2857000,0xef,0
0x283b000,3306,0x2819000,0x285d000,0xdf,0
0x2846000,1512,0x2820000,0x2864000,0xfe,0
0x2846000,1962,0x2820000,0x2864000,0xdf,0
0x2862000,3680,0x2840000,0x288c000,0xbf,0
0x2863000,1440,0x2840000,0x288c000,0xbf,0
0x2860000,1809,0x2843000,0x288e000,0xf7,0
0x2861000,201,0x2843000,0x288e000,0x4,1
0x2860000,1809,0x2843000,0x288f000,0xf7,0
0x2860000,1826,0x2843000,0x288f000,0xef,0
0x2860000,3705,0x2843000,0x288f000,0x1,1
0x2861000,201,0x2843000,0x288f000,0x4,1
0x2861000,1601,0x2843000,0x288f000,0x80,1
0x2864000,3457,0x2846000,0x288a000,0x80,1
0x2864000,1466,0x2846000,0x288b000,0xfd,0
0x2864000,3752,0x2846000,0x288b000,0xbf,0
0x2873000,2412,0x2850000,0x289d000,0xfd,0
0x2872000,1904,0x2850000,0x289d000,0x20,1
0x2873000,1610,0x2850000,0x289d000,0x20,1
0x289f000,842,0x2870000,0x28bd000,0xdf,0
0x289f000,2576,0x2870000,0x28bd000,0x2,1
0x28a8000,1456,0x288a000,0x28ce000,0xbf,0
0x28a8000,3898,0x288a000,0x28ce000,0x80,1
0x28a9000,2036,0x288a000,0x28ce000,0x1,1
0x28a8000,1456,0x288a000,0x28cf000,0xbf,0
0x28a8000,3224,0x288a000,0x28cf000,0xf7,0
0x28a9000,216,0x288a000,0x28cf000,0xbf,0
0x28a9000,530,0x288a000,0x28cf000,0xef,0
0x28a8000,3898,0x288a000,0x28cf000,0x80,1
0x28a9000,2036,0x288a000,0x28cf000,0x1,1
0x28a8000,1456,0x288b000,0x28ce000,0xbf,0
0x28a8000,3224,0x288b000,0x28ce000,0xf7,0
0x28a9000,216,0x288b000,0x28ce000,0xbf,0
0x28a9000,2036,0x288b000,0x28ce000,0x1,1
0x28a9000,2849,0x288b000,0x28ce000,0x1,1
0x28c6000,3698,0x28a0000,0x28e4000,0xef,0
0x28c8000,1028,0x28af000,0x28ea000,0x10,1
0x28d8000,3472,0x28be000,0x28fa000,0xfb,0
0x28ef000,2400,0x28cc000,0x2910000,0xbf,0
0x28ef000,264,0x28cc000,0x2910000,0x1,1
0x28ef000,1800,0x28cc000,0x2910000,0x20,1
0x2927000,2640,0x2904000,0x2941000,0xf7,0
0x2927000,1458,0x2904000,0x2941000,0x1,1
0x2927000,1752,0x2904000,0x2941000,0x1,1
0x2927000,2651,0x2904000,0x2941000,0x80,1
0x2927000,128,0x2905000,0x2940000,0xef,0
0x2932000,1920,0x2911000,0x2955000,0xef,0
0x2932000,769,0x2911000,0x2955000,0x1,1
0x2947000,352,0x2920000,0x2964000,0x7f,0
0x2957000,1448,0x2931000,0x2975000,0xfe,0
0x2956000,1880,0x2931000,0x2975000,0x8,1
0x2954000,2608,0x2932000,0x2976000,0xfe,0
0x2955000,1658,0x2932000,0x2976000,0x7f,0
0x2955000,2914,0x2932000,0x2976000,0xdf,0
0x2954000,2608,0x2933000,0x2976000,0xfe,0
0x2962000,1505,0x2940000,0x298c000,0xef,0
0x2962000,2529,0x2940000,0x298c000,0x4,1
0x2964000,2584,0x2946000,0x298a000,0x80,1
0x2964000,4088,0x2946000,0x298a000,0x80,1
0x298e000,352,0x2960000,0x29ac000,0x7f,0
0x298d000,1524,0x2963000,0x29af000,0xfb,0
0x298c000,1488,0x2963000,0x29af000,0x8,1
0x29c6000,2050,0x29a0000,0x29e4000,0xf7,0
0x29cb000,2849,0x29ac000,0x29e8000,0x10,1
0x29cb000,1641,0x29ac000,0x29e9000,0xfb,0
0x29d8000,1608,0x29be000,0x29fa000,0xfe,0
0x29d9000,2288,0x29be000,0x29fa000,0x10,1
0x29d8000,66,0x29be000,0x29fb000,0x7f,0
0x29d8000,1608,0x29be000,0x29fb000,0xfe,0
0x29f9000,1860,0x29da000,0x2a06000,0x4,1
0x29f8000,1120,0x29da000,0x2a07000,0xfd,0
0x29f9000,1818,0x29da000,0x2a07000,0xf7,0
0x29f9000,1392,0x29da000,0x2a07000,0x1,1
0x29f9000,1860,0x29da000,0x2a07000,0x4,1
0x29ff000,3260,0x29dc000,0x2a00000,0xbf,0
0x29ff000,56,0x29dc000,0x2a00000,0x1,1
0x29fe000,298,0x29dc000,0x2a01000,0xef,0
0x29ff000,3260,0x29dd000,0x2a01000,0xbf,0
0x29fc000,1034,0x29df000,0x2a03000,0xef,0
0x2a16000,456,0x29e8000,0x2a34000,0x2,1
0x2a17000,3368,0x29e8000,0x2a34000,0x8,1
0x2a16000,480,0x29e8000,0x2a35000,0xdf,0
0x2a16000,1856,0x29e8000,0x2a35000,0x7f,0
0x2a17000,376,0x29e8000,0x2a35000,0xfb,0
0x2a16000,456,0x29e8000,0x2a35000,0x2,1
0x2a17000,3368,0x29e8000,0x2a35000,0x8,1
0x2a16000,480,0x29e9000,0x2a34000,0xdf,0
0x2a17000,376,0x29e9000,0x2a34000,0xfb,0
0x2a16000,3116,0x29e9000,0x2a34000,0x40,1
0x2a15000,2976,0x29eb000,0x2a36000,0xfb,0
0x2a13000,3322,0x29ec000,0x2a30000,0xfb,0
0x2a13000,400,0x29ec000,0x2a30000,0x8,1
0x2a13000,3322,0x29ed000,0x2a31000,0xfb,0
0x2a13000,400,0x29ed000,0x2a31000,0x8,1
0x2a07000,1177,0x29f9000,0x2a24000,0x40,1
0x2a00000,2113,0x29ff000,0x2a23000,0xfe,0
0x2a01000,2552,0x29ff000,0x2a23000,0x2,1
0x2a22000,2297,0x2a00000,0x2a44000,0xbf,0
0x2a23000,3961,0x2a00000,0x2a44000,0xbf,0
0x2a22000,233,0x2a00000,0x2a44000,0x20,1
0x2a23000,73,0x2a00000,0x2a44000,0x1,1
0x2a23000,464,0x2a00000,0x2a45000,0xef,0
0x2a20000,1512,0x2a02000,0x2a46000,0x80,1
0x2a20000,2610,0x2a02000,0x2a46000,0x80,1
0x2a20000,1937,0x2a02000,0x2a47000,0xfd,0
0x2a20000,1512,0x2a03000,0x2a47000,0x80,1
0x2a20000,2610,0x2a03000,0x2a47000,0x80,1
0x2a28000,1361,0x2a0a000,0x2a4e000,0xfb,0
0x2a28000,1361,0x2a0b000,0x2a4f000,0xfb,0
0x2a2f000,3482,0x2a0d000,0x2a48000,0x2,1
0x2a3d000,2618,0x2a1f000,0x2a5a000,0xfe,0
0x2a3d000,2618,0x2a1f000,0x2a5b000,0xfe,0
0x2a46000,1720,0x2a20000,0x2a64000,0xdf,0
0x2a46000,2968,0x2a20000,0x2a64000,0xfe,0
0x2a45000,2918,0x2a22000,0x2a66000,0xfe,0
0x2a45000,1299,0x2a22000,0x2a66000,0x8,1
0x2a45000,2918,0x2a23000,0x2a67000,0xfe,0
0x2a45000,1299,0x2a23000,0x2a67000,0x8,1
0x2a40000,792,0x2a27000,0x2a63000,0x10,1
0x2a40000,1368,0x2a27000,0x2a63000,0x2,1
0x2a41000,472,0x2a27000,0x2a63000,0x10,1
0x2a41000,618,0x2a27000,0x2a63000,0x8,1
0x2a56000,128,0x2a30000,0x2a75000,0x8,1
0x2a56000,529,0x2a30000,0x2a75000,0x10,1
0x2a57000,657,0x2a30000,0x2a75000,0x2,1
0x2a57000,3489,0x2a31000,0x2a74000,0xdf,0
0x2a57000,3836,0x2a31000,0x2a74000,0x8,1
0x2a56000,3722,0x2a31000,0x2a75000,0x7f,0
0x2a57000,946,0x2a31000,0x2a75000,0xdf,0
0x2a57000,1568,0x2a31000,0x2a75000,0xfe,0
0x2a56000,529,0x2a31000,0x2a75000,0x10,1
0x2a57000,657,0x2a31000,0x2a75000,0x2,1
0x2a55000,3194,0x2a32000,0x2a77000,0x7f,0
0x2a50000,1544,0x2a36000,0x2a72000,0xdf,0
0x2a50000,1544,0x2a36000,0x2a73000,0xdf,0
0x2a50000,1441,0x2a36000,0x2a73000,0x40,1
0x2a50000,3506,0x2a36000,0x2a73000,0x8,1
0x2a51000,3793,0x2a36000,0x2a73000,0x40,1
0x2a50000,1544,0x2a37000,0x2a72000,0xdf,0
0x2a51000,1274,0x2a37000,0x2a72000,0x7f,0
0x2a50000,1441,0x2a37000,0x2a72000,0x40,1
0x2a50000,1544,0x2a37000,0x2a73000,0xdf,0
0x2a50000,1441,0x2a37000,0x2a73000,0x40,1
0x2a50000,3506,0x2a37000,0x2a73000,0x8,1
0x2a5f000,3178,0x2a39000,0x2a7d000,0xf7,0
0x2a58000,1713,0x2a3f000,0x2a7b000,0xf7,0
0x2a63000,219,0x2a41000,0x2a8d000,0x20,1
0x2a64000,3778,0x2a46000,0x2a8a000,0x20,1
0x2a72000,2137,0x2a51000,0x2a9d000,0xbf,0
0x2a75000,2665,0x2a56000,0x2a9a000,0xbf,0
0x2a74000,3072,0x2a56000,0x2a9a000,0x20,1
0x2a74000,1233,0x2a56000,0x2a9b000,0xbf,0
0x2a75000,2665,0x2a56000,0x2a9b000,0xbf,0
0x2a74000,1233,0x2a57000,0x2a9a000,0xbf,0
0x2a74000,649,0x2a57000,0x2a9a000,0x80,1
0x2a74000,1233,0x2a57000,0x2a9b000,0xbf,0
0x2a75000,2665,0x2a57000,0x2a9b000,0xbf,0
0x2a7e000,1152,0x2a5c000,0x2a90000,0x40,1
0x2a7f000,2220,0x2a5c000,0x2a91000,0xfb,0
0x2a7e000,1152,0x2a5c000,0x2a91000,0x40,1
0x2a7c000,2562,0x2a5e000,0x2a93000,0xfb,0
0x2a8f000,432,0x2a60000,0x2aac000,0x40,1
0x2a8e000,3528,0x2a61000,0x2aad000,0xfe,0
0x2a8e000,944,0x2a61000,0x2aad000,0x2,1
0x2a8e000,2088,0x2a61000,0x2aad000,0x40,1
0x2a8f000,432,0x2a61000,0x2aad000,0x40,1
0x2a8f000,1506,0x2a61000,0x2aad000,0x8,1
0x2a8f000,3336,0x2a61000,0x2aad000,0x8,1
0x2a8a000,4016,0x2a64000,0x2aa8000,0x2,1
0x2a8a000,1936,0x2a64000,0x2aa9000,0xfe,0
0x2a8a000,4016,0x2a64000,0x2aa9000,0x2,1
0x2a8a000,1936,0x2a65000,0x2aa8000,0xfe,0
0x2a97000,810,0x2a78000,0x2ab5000,0xf7,0
0x2a97000,2394,0x2a78000,0x2ab5000,0xf7,0
0x2a97000,2394,0x2a79000,0x2ab4000,0xf7,0
0x2aa2000,1298,0x2a81000,0x2ac5000,0x8,1
0x2aa0000,3594,0x2a82000,0x2ac7000,0x40,1
0x2aab000,3266,0x2a88000,0x2acd000,0xfd,0
0x2aa9000,3121,0x2a8b000,0x2acf000,0xbf,0
0x2aa9000,1313,0x2a8b000,0x2acf000,0x20,1
0x2aba000,3281,0x2a99000,0x2add000,0x20,1
0x2ab8000,1466,0x2a9a000,0x2ade000,0xfd,0
0x2ab9000,2042,0x2a9a000,0x2adf000,0x20,1
0x2ab8000,1466,0x2a9b000,0x2adf000,0xfd,0
0x2ab8000,2224,0x2a9b000,0x2adf000,0xbf,0
0x2ab8000,3832,0x2a9b000,0x2adf000,0xef,0
0x2ab9000,1857,0x2a9b000,0x2adf000,0x80,1
0x2ab9000,2042,0x2a9b000,0x2adf000,0x20,1
0x2abe000,256,0x2a9c000,0x2ad8000,0xfd,0
0x2abf000,3833,0x2a9c000,0x2ad8000,0x20,1
0x2ac1000,3866,0x2aa6000,0x2ae3000,0x1,1
0x2acc000,1104,0x2aaa000,0x2aef000,0x2,1
0x2ac9000,1473,0x2aae000,0x2aeb000,0xfe,0
0x2ac9000,1473,0x2aaf000,0x2aeb000,0xfe,0
0x2ad3000,130,0x2ab4000,0x2af1000,0xf7,0
0x2ad3000,2498,0x2ab4000,0x2af1000,0x1,1
0x2ad3000,130,0x2ab5000,0x2af0000,0xf7,0
0x2ad0000,2338,0x2ab7000,0x2af2000,0x1,1
0x2adc000,4026,0x2aba000,0x2aff000,0x10,1
0x2adc000,1560,0x2abb000,0x2afe000,0xdf,0
0x2adc000,4026,0x2abb000,0x2afe000,0x10,1
0x2adc000,1560,0x2abb000,0x2aff000,0xdf,0
0x2aec000,968,0x2ace000,0x2b13000,0xf7,0
0x2afb000,572,0x2ad9000,0x2b04000,0x1,1
0x2afb000,608,0x2ad9000,0x2b04000,0x80,1
0x2b17000,1081,0x2ae8000,0x2b34000,0xfb,0
0x2b17000,1081,0x2ae9000,0x2b35000,0xfb,0
0x2b04000,1162,0x2afa000,0x2b27000,0xfe,0
0x2b05000,176,0x2afa000,0x2b27000,0x40,1
0x2b05000,832,0x2afa000,0x2b27000,0x10,1
0x2b05000,2640,0x2afa000,0x2b27000,0x40,1
0x2b05000,2688,0x2afa000,0x2b27000,0x2,1
0x2b04000,1162,0x2afb000,0x2b26000,0xfe,0
0x2b05000,2640,0x2afb000,0x2b26000,0x40,1
0x2b22000,2378,0x2b00000,0x2b44000,0xef,0
0x2b23000,1074,0x2b00000,0x2b44000,0x4,1
0x2b22000,2378,0x2b00000,0x2b45000,0xef,0
0x2b23000,1032,0x2b00000,0x2b45000,0x1,1
0x2b23000,1074,0x2b00000,0x2b45000,0x4,1
0x2b22000,2378,0x2b01000,0x2b44000,0xef,0
0x2b23000,1032,0x2b01000,0x2b44000,0x1,1
0x2b23000,1074,0x2b01000,0x2b44000,0x4,1
0x2b22000,2378,0x2b01000,0x2b45000,0xef,0
0x2b23000,1074,0x2b01000,0x2b45000,0x4,1
0x2b20000,745,0x2b02000,0x2b47000,0x4,1
0x2b20000,745,0x2b03000,0x2b47000,0x4,1
0x2b27000,2683,0x2b04000,0x2b41000,0xfd,0
0x2b26000,3736,0x2b04000,0x2b41000,0x80,1
0x2b27000,2683,0x2b05000,0x2b40000,0xfd,0
0x2b27000,2683,0x2b05000,0x2b41000,0xfd,0
0x2b26000,3736,0x2b05000,0x2b41000,0x80,1
0x2b25000,201,0x2b06000,0x2b42000,0xef,0
0x2b33000,1680,0x2b11000,0x2b54000,0xf7,0
0x2b32000,2632,0x2b11000,0x2b54000,0x80,1
0x2b38000,2082,0x2b1b000,0x2b5e000,0xfe,0
0x2b44000,2656,0x2b22000,0x2b66000,0xdf,0
0x2b44000,888,0x2b23000,0x2b66000,0x2,1
0x2b44000,2656,0x2b23000,0x2b67000,0xdf,0
0x2b42000,1544,0x2b24000,0x2b60000,0xfe,0
0x2b42000,1907,0x2b24000,0x2b60000,0x40,1
0x2b42000,1544,0x2b24000,0x2b61000,0xfe,0
0x2b42000,1072,0x2b24000,0x2b61000,0x8,1
0x2b42000,1907,0x2b24000,0x2b61000,0x40,1
0x2b51000,192,0x2b37000,0x2b72000,0x7f,0
0x2b63000,40,0x2b40000,0x2b8c000,0x20,1
0x2b73000,2625,0x2b51000,0x2b9c000,0x1,1
0x2b72000,1545,0x2b51000,0x2b9d000,0xef,0
0x2b73000,2625,0x2b51000,0x2b9d000,0x1,1
0x2b70000,1616,0x2b53000,0x2b9f000,0xf7,0
0x2b7a000,3938,0x2b59000,0x2b95000,0x2,1
0x2b79000,1889,0x2b5a000,0x2b97000,0x7f,0
0x2b79000,2712,0x2b5a000,0x2b97000,0xfe,0
0x2b79000,1889,0x2b5b000,0x2b96000,0x7f,0
0x2b79000,2712,0x2b5b000,0x2b96000,0xfe,0
0x2b79000,2712,0x2b5b000,0x2b97000,0xfe,0
0x2b8c000,4028,0x2b63000,0x2bae000,0xfe,0
0x2b8a000,1136,0x2b64000,0x2ba9000,0x7f,0
0x2b8a000,1136,0x2b65000,0x2ba9000,0x7f,0
0x2b88000,1608,0x2b66000,0x2baa000,0xf7,0
0x2b9f000,592,0x2b70000,0x2bbd000,0xfe,0
0x2b9f000,592,0x2b71000,0x2bbc000,0xfe,0
0x2b9a000,888,0x2b75000,0x2bb8000,0xdf,0
0x2b97000,1114,0x2b78000,0x2bb5000,0xfd,0
0x2ba7000,138,0x2b84000,0x2bc1000,0xfb,0
0x2ba7000,138,0x2b85000,0x2bc1000,0xfb,0
0x2ba7000,66,0x2b85000,0x2bc1000,0x1,1
0x2bad000,3992,0x2b8f000,0x2bcb000,0xef,0
0x2bb9000,3017,0x2b9b000,0x2bdf000,0xbf,0
0x2bcd000,1090,0x2bab000,0x2bee000,0x2,1
0x2bcd000,2296,0x2bab000,0x2bef000,0x7f,0
0x2bcd000,1090,0x2bab000,0x2bef000,0x2,1
0x2bdf000,3560,0x2bb8000,0x2bfd000,0xfe,0
0x2bd8000,1747,0x2bbe000,0x2bfa000,0xfb,0
0x2bd9000,214,0x2bbe000,0x2bfb000,0xdf,0
0x2be8000,938,0x2bca000,0x2c17000,0xef,0
0x2bec000,586,0x2bce000,0x2c12000,0x4,1
0x2bed000,2362,0x2bce000,0x2c12000,0x4,1
0x2bed000,3104,0x2bce000,0x2c13000,0xf7,0
0x2bec000,586,0x2bce000,0x2c13000,0x4,1
0x2bed000,2362,0x2bce000,0x2c13000,0x4,1
0x2bed000,3104,0x2bcf000,0x2c12000,0xf7,0
0x2c15000,1866,0x2beb000,0x2c36000,0xfe,0
0x2c11000,1932,0x2bee000,0x2c33000,0x7f,0
0x2c07000,3594,0x2bf8000,0x2c24000,0xfb,0
0x2c07000,2041,0x2bf8000,0x2c25000,0x10,1
0x2c04000,2256,0x2bfa000,0x2c26000,0x7f,0
0x2c05000,321,0x2bfa000,0x2c26000,0x40,1
0x2c04000,2256,0x2bfb000,0x2c27000,0x7f,0
0x2c05000,321,0x2bfb000,0x2c27000,0x40,1
0x2c05000,968,0x2bfb000,0x2c27000,0x2,1
0x2c01000,1904,0x2bfe000,0x2c22000,0x8,1
0x2c00000,1473,0x2bfe000,0x2c23000,0xdf,0
0x2c01000,1904,0x2bfe000,0x2c23000,0x8,1
0x2c22000,192,0x2c00000,0x2c44000,0xfd,0
0x2c22000,632,0x2c00000,0x2c44000,0xf7,0
0x2c27000,3896,0x2c05000,0x2c41000,0xef,0
0x2c27000,808,0x2c05000,0x2c41000,0x20,1
0x2c24000,625,0x2c06000,0x2c42000,0xbf,0
0x2c24000,625,0x2c06000,0x2c43000,0xbf,0
0x2c24000,2320,0x2c06000,0x2c43000,0xef,0
0x2c24000,2432,0x2c06000,0x2c43000,0x80,1
0x2c24000,3640,0x2c06000,0x2c43000,0x4,1
0x2c24000,625,0x2c07000,0x2c42000,0xbf,0
0x2c24000,2320,0x2c07000,0x2c42000,0xef,0
0x2c25000,1267,0x2c07000,0x2c42000,0xfd,0
0x2c25000,3870,0x2c07000,0x2c42000,0xef,0
0x2c24000,625,0x2c07000,0x2c43000,0xbf,0
0x2c24000,3849,0x2c07000,0x2c43000,0x80,1
0x2c2b000,3826,0x2c08000,0x2c4c000,0xdf,0
0x2c2b000,1386,0x2c08000,0x2c4c000,0x40,1
0x2c2b000,2394,0x2c08000,0x2c4c000,0x40,1
0x2c2e000,1674,0x2c0d000,0x2c48000,0xfb,0
0x2c32000,3754,0x2c10000,0x2c54000,0xfd,0
0x2c32000,449,0x2c10000,0x2c54000,0x20,1
0x2c36000,601,0x2c14000,0x2c51000,0xbf,0
0x2c37000,3712,0x2c14000,0x2c51000,0x4,1
0x2c36000,601,0x2c15000,0x2c50000,0xbf,0
0x2c37000,3712,0x2c15000,0x2c50000,0x4,1
0x2c46000,1756,0x2c20000,0x2c64000,0xfb,0
0x2c56000,1961,0x2c31000,0x2c74000,0x7f,0
0x2c62000,1602,0x2c40000,0x2c8c000,0xef,0
0x2c62000,2978,0x2c40000,0x2c8c000,0x80,1
0x2c62000,1602,0x2c41000,0x2c8c000,0xef,0
0x2c62000,2634,0x2c41000,0x2c8c000,0x20,1
0x2c62000,2978,0x2c41000,0x2c8c000,0x80,1
0x2c72000,3166,0x2c51000,0x2c9c000,0xf7,0
0x2c72000,3920,0x2c51000,0x2c9c000,0xef,0
0x2c72000,218,0x2c51000,0x2c9c000,0x80,1
0x2c72000,2281,0x2c51000,0x2c9c000,0x80,1
0x2c72000,3920,0x2c51000,0x2c9d000,0xef,0
0x2c72000,2281,0x2c51000,0x2c9d000,0x80,1
0x2c8e000,473,0x2c60000,0x2cac000,0xf7,0
0x2c8f000,216,0x2c60000,0x2cad000,0xfe,0
0x2c8e000,4089,0x2c60000,0x2cad000,0x40,1
0x2c9f000,1993,0x2c70000,0x2cbc000,0x7f,0
0x2c9f000,3120,0x2c70000,0x2cbc000,0x40,1
0x2c9f000,1993,0x2c70000,0x2cbd000,0x7f,0
0x2c9f000,3120,0x2c70000,0x2cbd000,0x40,1
0x2ca7000,625,0x2c85000,0x2cc1000,0x8,1
0x2ca7000,3329,0x2c85000,0x2cc1000,0x8,1
0x2cb2000,2644,0x2c91000,0x2cd4000,0xdf,0
0x2cb2000,2644,0x2c91000,0x2cd5000,0xdf,0
0x2cb9000,176,0x2c9b000,0x2cde000,0x80,1
0x2cbf000,3242,0x2c9d000,0x2cd8000,0x80,1
0x2cc7000,203,0x2ca0000,0x2ce4000,0xef,0
0x2ccc000,1208,0x2cab000,0x2cef000,0x2,1
0x2ccc000,1346,0x2cab000,0x2cef000,0x2,1
0x2ccd000,344,0x2cab000,0x2cef000,0x10,1
0x2ccd000,696,0x2cab000,0x2cef000,0x10,1
0x2cd7000,1474,0x2cb0000,0x2cf4000,0xbf,0
0x2cd7000,1474,0x2cb1000,0x2cf5000,0xbf,0
0x2cf9000,1168,0x2cdb000,0x2d07000,0x80,1
0x2cff000,1240,0x2cdc000,0x2d00000,0xbf,0
0x2cff000,1810,0x2cdc000,0x2d00000,0xf7,0
0x2cff000,892,0x2cdc000,0x2d00000,0x4,1
0x2d12000,892,0x2cec000,0x2d30000,0x2,1
0x2d01000,3,0x2cfe000,0x2d22000,0x7f,0
0x2d00000,1160,0x2cfe000,0x2d23000,0xfb,0
0x2d01000,66,0x2cfe000,0x2d23000,0x8,1
0x2d00000,728,0x2cff000,0x2d22000,0xfe,0
0x2d00000,1160,0x2cff000,0x2d22000,0xfb,0
0x2d01000,2000,0x2cff000,0x2d22000,0xfb,0
0x2d22000,1466,0x2d00000,0x2d44000,0xef,0
0x2d22000,2978,0x2d00000,0x2d44000,0xf7,0
0x2d23000,170,0x2d00000,0x2d44000,0x4,1
0x2d22000,2978,0x2d00000,0x2d45000,0xf7,0
0x2d23000,170,0x2d00000,0x2d45000,0x4,1
0x2d22000,1466,0x2d01000,0x2d44000,0xef,0
0x2d22000,2978,0x2d01000,0x2d44000,0xf7,0
0x2d23000,170,0x2d01000,0x2d44000,0x4,1
0x2d22000,2978,0x2d01000,0x2d45000,0xf7,0
0x2d21000,1411,0x2d02000,0x2d46000,0xef,0
0x2d20000,816,0x2d02000,0x2d46000,0x80,1
0x2d20000,1222,0x2d02000,0x2d47000,0xf7,0
0x2d20000,3690,0x2d02000,0x2d47000,0xf7,0
0x2d21000,1411,0x2d02000,0x2d47000,0xef,0
0x2d21000,2346,0x2d02000,0x2d47000,0xef,0
0x2d21000,4026,0x2d02000,0x2d47000,0xf7,0
0x2d20000,3273,0x2d02000,0x2d47000,0x80,1
0x2d21000,1411,0x2d03000,0x2d46000,0xef,0
0x2d30000,1689,0x2d13000,0x2d56000,0xf7,0
0x2d36000,1818,0x2d14000,0x2d50000,0xef,0
0x2d37000,3130,0x2d14000,0x2d50000,0xfd,0
0x2d36000,3872,0x2d14000,0x2d50000,0x4,1
0x2d36000,1818,0x2d14000,0x2d51000,0xef,0
0x2d37000,3130,0x2d14000,0x2d51000,0xfd,0
0x2d38000,3196,0x2d1b000,0x2d5f000,0xfb,0
0x2d3e000,2130,0x2d1c000,0x2d58000,0xfe,0
0x2d3e000,643,0x2d1c000,0x2d58000,0x40,1
0x2d3e000,2130,0x2d1d000,0x2d59000,0xfe,0
0x2d3e000,643,0x2d1d000,0x2d59000,0x40,1
0x2d46000,1634,0x2d20000,0x2d64000,0xfb,0
0x2d46000,504,0x2d20000,0x2d64000,0x2,1
0x2d47000,1392,0x2d20000,0x2d64000,0x8,1
0x2d47000,3200,0x2d20000,0x2d64000,0x40,1
0x2d46000,1553,0x2d20000,0x2d65000,0xfb,0
0x2d46000,1634,0x2d20000,0x2d65000,0xfb,0
0x2d46000,504,0x2d20000,0x2d65000,0x2,1
0x2d47000,3200,0x2d20000,0x2d65000,0x40,1
0x2d4c000,3545,0x2d2a000,0x2d6f000,0xbf,0
0x2d56000,800,0x2d31000,0x2d75000,0x8,1
0x2d54000,424,0x2d33000,0x2d76000,0xfb,0
0x2d62000,2080,0x2d40000,0x2d8c000,0xf7,0
0x2d63000,259,0x2d40000,0x2d8c000,0xbf,0
0x2d63000,3968,0x2d40000,0x2d8c000,0x4,1
0x2d62000,2080,0x2d40000,0x2d8d000,0xf7,0
